              disk0       cpu
    KB/t  tps  MB/s  us sy id
    6.34   29  0.18  10  5 86
   21.58  398  8.39  13  6 80
    5.56  289  1.57   9  4 87
    6.14  129  0.77  12  4 84
   17.09   22  0.37  12  5 83
   10.71   34  0.35  13  4 83
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   16.59   54  0.87  26  5 69
   10.07   29  0.28  17  4 79
    6.27   44  0.27   9  4 87
    8.65   37  0.31  11  5 84
    5.81   31  0.17  13  5 82
    8.21  320  2.56  22  6 72
   19.81  299  5.78  14  7 80
   10.22  463  4.62  19  9 72
   11.06   17  0.18  17  6 77
   10.89  223  2.37  38 12 50
    6.88  221  1.49  18  7 75
   10.86   21  0.22  35  6 58
   10.29   35  0.35  26  4 70
   38.00   68  2.51  17  4 79
    8.26  280  2.25  37  6 56
   20.70  599 12.11  27  6 67
    6.48   21  0.13  20  5 75
    9.44  149  1.38   9  3 88
    5.60   10  0.05  10  4 86
    6.53   79  0.50  12  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.82   90  0.86   8  3 89
    6.50  112  0.71  11  4 85
   10.33   36  0.36  22  5 74
   14.00   28  0.38  26  6 68
    7.24   21  0.15   8  4 88
   12.19  215  2.56  13  6 81
   23.56  125  2.89  25  8 67
   12.11   37  0.44  16  6 78
   28.33   49  1.35  14  6 79
   10.37   27  0.27  12  6 82
   10.20   20  0.20  14  6 80
   10.53   19  0.19   7  3 90
    9.92   25  0.24   7  3 89
    9.70   33  0.31  10  4 86
    4.59  196  0.88   5  3 92
   23.20   60  1.35  11  4 84
    8.80   15  0.13   6  3 92
   12.45  327  3.97   6  7 87
   20.59   41  0.82   8  3 89
    9.11   36  0.32   8  3 90
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    5.91  129  0.75  11  5 85
    7.78   18  0.14   8  3 89
   10.40   25  0.25   8  3 89
   11.80   20  0.23   8  4 88
   14.47   47  0.66   5  3 92
   12.00   14  0.16   9  4 87
   12.97   29  0.37   8  4 89
    5.14  168  0.84   8  4 88
    0.00    0  0.00  12  6 82
   43.20   30  1.26   9  3 88
    6.37  210  1.31  22  5 73
    4.90  172  0.82  13  5 82
   68.65  110  7.34  17  8 75
   29.94  736 21.51  28  9 63
    6.55   11  0.07  13  5 83
   19.67   61  1.17  12  6 83
   13.22   49  0.63  10  5 84
   11.11   18  0.19  13  5 82
    4.64   25  0.11   7  3 90
    8.59   27  0.23   7  3 90
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    4.00    4  0.02   7  3 90
   19.29  118  2.21  18  4 77
   18.13   45  0.79  10  5 85
    6.29   89  0.54  18  9 73
   11.95   86  1.00  26  7 67
    8.61  334  2.80  10  5 86
   36.67   18  0.64   9  4 87
   12.04  405  4.76  11  8 80
   26.11   19  0.48   9  4 88
   30.98  301  9.12   9  4 86
    4.95  659  3.18  11  5 85
   24.38   32  0.76   7  3 90
    4.89    9  0.04  16  3 81
   17.45  390  6.65  16  8 76
   15.06  539  7.92  27 10 63
    6.35 2570 15.94  12  7 81
   16.39   51  0.81  10  5 85
    6.40  229  1.43  10  5 85
   17.66  163  2.81  14  6 80
    8.00   60  0.47  14  6 80
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.71  149  1.42  10  6 84
   11.87   62  0.72  18  9 73
   13.74  282  3.78   8  5 86
   10.36  226  2.28  12  7 81
    9.32  193  1.76  16  6 78
   16.12   98  1.54  11  5 83
   19.47   45  0.85  11  5 84
   14.38   37  0.52   9  4 87
   25.26   70  1.72  10  5 85
   16.77  484  7.92  13  7 80
   13.25  648  8.39  17  7 77
   26.30   54  1.38  14  6 80
   19.90   41  0.79  16  7 77
    8.59  115  0.97  13  7 81
    6.26   23  0.14  10  4 86
   14.33   67  0.93  16  5 79
    9.93   29  0.28  10  3 87
    9.40  494  4.53   8  8 85
   12.31   13  0.16   9  5 87
    9.51   37  0.34   8  4 87
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    0.00    0  0.00   6  3 91
    7.24  147  1.04   8  3 89
   16.24   50  0.79   7  3 90
   10.35   68  0.68  10  5 85
   12.83   24  0.30   9  4 87
   15.29   56  0.83   6  3 90
    0.00    0  0.00   5  2 92
    8.67   24  0.20   6  2 92
   11.62   21  0.24   9  4 87
    9.21   43  0.38  12  5 84
    8.00    7  0.05   6  3 91
    7.80   20  0.15  10  3 87
   29.14    7  0.20   9  4 88
    8.54   52  0.43  14  7 79
    8.23  314  2.52  12  8 80
   10.86  129  1.37  12  6 82
   10.81  305  3.22  14 11 75
    9.01  213  1.88  13  6 80
    9.49 2300 21.33  10 11 79
   15.00 2444 35.80  11  9 81
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   29.09   11  0.31   9  4 86
   74.37   27  1.95  10  4 87
   26.58  112  2.92   9  5 86
   13.31  268  3.48  10  6 83
   23.13   60  1.35   9  4 87
    8.17   24  0.19   9  4 87
    4.00   28  0.11   8  3 89
   11.14  337  3.66   8  8 84
   17.11   54  0.90   8  4 88
    7.53  153  1.13   9  4 87
    0.00    0  0.00   8  4 88
    9.27  147  1.33  10  4 85
    4.00    1  0.00   8  3 89
   20.26   61  1.20  12  8 80
   12.10  123  1.46  12  6 82
   13.79   78  1.05  11  5 84
    0.00    0  0.00  11  6 83
    9.66   58  0.54  13  6 81
    8.20   41  0.33  12  5 83
    6.74  244  1.61  13  5 81
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   35.30  103  3.54  27  8 65
   11.24  151  1.66  17  7 76
    5.14  111  0.56  14  7 79
   12.24  100  1.19  30  8 62
   29.45  576 16.55  24 12 64
   14.65  110  1.57  37  6 57
   11.89  382  4.43  20  6 74
    6.99  291  1.98  16  6 78
   15.12   41  0.60  23  5 72
    6.40   25  0.16  12  5 84
    8.89  152  1.32   9  5 86
    9.29   34  0.31  12  5 83
    5.33    9  0.05  10  4 86
    6.60   40  0.26  13  6 80
   13.16  407  5.24  26  7 67
   18.49 1441 26.01  34 11 55
   19.20 1997 37.44  45 16 39
   12.77  456  5.69  32  9 60
    9.33   81  0.74  17  5 78
    6.84   62  0.41  14  4 83
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.44   64  0.59   9  4 87
    6.30  187  1.15   9  4 87
   17.42   73  1.24   8  4 88
    7.61   83  0.61  10  6 84
    7.12  126  0.88  13  6 82
    7.77 2354 17.87  14  7 79
    5.68  201  1.12  14  7 79
    8.77   26  0.22  16  7 77
   10.88   32  0.34  11  4 84
    9.87   45  0.43  18  6 76
   30.47  555 16.53  39  8 54
   18.95 1007 18.63  19  7 74
    7.45   22  0.16  11  5 85
    7.70   92  0.69  13  7 80
    7.76  167  1.27   6  3 91
   15.73  165  2.54  16  9 75
   11.77  157  1.81  22 16 62
   11.05   55  0.59  14  5 81
   12.00   26  0.30  27  5 68
   12.64   75  0.92   9  4 87
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   12.36   22  0.26  15  5 80
   12.60   20  0.24  24  4 72
    8.27   15  0.12   9  4 88
    7.09   53  0.37  15  6 80
    8.00    1  0.01  13  3 84
   14.54 1597 22.67  17  5 78
   10.28   86  0.86  14  4 81
   14.58  652  9.29  12  4 84
   14.99 1453 21.27  12  4 84
    5.26  660  3.39  13  4 83
   26.00    6  0.15  12  3 85
    6.67  141  0.91  12  3 85
    5.71   14  0.08  13  3 83
   11.04   92  0.99  14  6 79
    9.71    7  0.07   8  4 88
   13.13   99  1.26   7  4 89
    8.11  148  1.17   5  3 92
    7.54   26  0.19   7  3 90
    9.33   12  0.11   7  3 90
   14.51  141  2.00  12  6 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   22.97  115  2.59   8  6 86
    8.89   45  0.39   8  3 89
    7.00   20  0.14   5  3 92
    9.76   99  0.95  10  6 85
    6.80   20  0.13   7  4 89
    8.66  252  2.13   8  4 87
   13.24   45  0.58   9  3 88
   16.36   11  0.17   9  3 88
    6.01  394  2.31   8  4 88
    7.53   17  0.12   7  3 90
    6.51   51  0.32   8  4 87
   12.80   10  0.12  11  3 86
    8.00   13  0.10   9  3 88
    6.70   43  0.28  28  6 67
    4.85  113  0.53   7  3 89
    8.94   17  0.15   7  4 89
   11.55  106  1.19  13  9 79
   13.29  157  2.04   7  4 89
    8.64   50  0.42   8  3 89
   16.63  209  3.40  14  6 80
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    8.57   35  0.29   6  4 90
    6.09  233  1.38  18  4 78
    9.14   14  0.12  25  4 71
   10.41   73  0.74   8  5 87
    9.60   15  0.14   6  3 91
   18.38   69  1.23   6  3 91
   14.10   63  0.86   7  4 89
    0.00    0  0.00   6  3 91
    8.50   32  0.26   7  3 91
    4.00    2  0.01   7  3 91
    9.55   31  0.29   8  3 90
    5.00    8  0.04  10  4 86
  125.98   93 11.40  11  5 84
   13.79  105  1.41  17  7 76
   10.07   29  0.28  12  4 84
   15.81  123  1.90   9  4 87
   23.62 1300 29.99  20 12 68
    7.79  913  6.95  19 11 70
    8.20   79  0.63  25  8 67
   29.21  519 14.80  24 13 63
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   15.84  639  9.88  27 11 61
   10.00    8  0.08  24  6 70
    7.33   24  0.17  23  7 70
    4.85  427  2.02  21  7 72
    7.13   23  0.16  25  7 68
   14.21 1023 14.20  20 11 69
   19.76 2949 56.90  27 18 54
   22.62  586 12.95  29 12 59
   18.37  868 15.57  22  7 72
   17.18  317  5.32  31  7 62
    7.87   91  0.70  26  4 70
   19.94   67  1.30  19  5 76
   10.25  214  2.15  23  4 73
   23.92  153  3.58  14  8 78
   13.33   57  0.74  12  8 80
   24.58  212  5.09  11  6 83
    5.31  310  1.61  13  5 82
   12.26   61  0.73  10  5 85
    8.33   36  0.29  13  6 81
   16.00    1  0.02  14  6 80
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   20.75  255  5.17  14  9 77
   10.54  260  2.67  11  6 83
   12.22  198  2.37  12  7 81
   16.53  726 11.71  12  8 80
   16.43   56  0.89  14  7 80
   25.58   43  1.07  14  6 79
   23.06   64  1.44  15  6 79
   22.25   89  1.93  12  5 83
    9.41   34  0.31  11  4 85
    4.00   13  0.05   9  4 88
   12.19   21  0.25   9  3 88
   10.10   21  0.21  19  3 78
   33.82   22  0.72  17  5 79
    9.19  242  2.17  13  7 80
    9.45   22  0.20  13  5 82
   17.07   55  0.92  26  4 70
   10.35  360  3.64  23  6 71
    8.73   33  0.28  14  4 82
    9.75   32  0.30  12  5 83
    6.33  241  1.49  10  4 86
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   36.06   62  2.17   8  3 89
   11.79   19  0.22   8  3 88
    5.90  160  0.92  11  4 85
   10.00   80  0.78  12  6 83
    5.85  163  0.93  13  4 82
    9.78    9  0.09  10  4 86
    9.07   30  0.26   9  4 87
   13.13   39  0.50  18  4 78
    9.74   23  0.22  13  4 83
    4.00    4  0.02  11  5 85
    9.06   49  0.43  12  5 84
   67.10   49  3.20  21  5 75
   12.56   50  0.61  21  5 75
   40.59  453 17.96  16  6 78
   26.14  112  2.85  18  5 77
   18.30   47  0.84  15  4 81
    9.67   24  0.23  15  4 82
   10.67    9  0.09   8  3 88
    9.14   35  0.31   8  3 90
    6.40    5  0.03   6  3 92
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    6.31   26  0.16   7  3 90
   10.00   12  0.12   7  3 90
    8.31   26  0.21  10  3 87
    6.37   27  0.17   9  5 85
    9.60   10  0.09   9  3 88
   10.00    6  0.06   7  4 89
    8.89  363  3.15  10  8 82
   11.78   37  0.42   9  5 86
    9.66   41  0.38  12  6 81
    6.38  677  4.22  13  6 81
   37.23   26  0.94   9  4 88
    9.66   41  0.39  11  4 85
    6.21  198  1.20   7  4 89
    9.64   66  0.62  10  5 84
   12.55   29  0.35   9  4 87
   13.00   68  0.86   8  4 89
    9.85   13  0.12   8  4 89
   10.67   30  0.31   8  3 89
    8.40   30  0.25  10  3 86
    9.48  110  1.02   9  4 87
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   11.42  143  1.60  12  5 83
   11.83   24  0.28   8  4 89
   17.26  741 12.49  14  7 79
   11.03   29  0.31  11  5 84
    6.84   31  0.21   7  3 90
   24.30   67  1.58   6  3 90
    8.62   13  0.11   6  2 91
    7.72   29  0.22  10  4 85
    8.07   58  0.46  12  5 83
    4.71   17  0.08  11  5 84
   10.11   19  0.19  12  6 83
   16.00    2  0.03   7  3 90
    5.39   88  0.47   8  4 87
    6.96   23  0.16   8  4 87
    6.90  242  1.63  10  4 85
   10.00    4  0.04   7  4 89
   12.66  252  3.11  10  8 81
   30.00    6  0.17  17  5 78
    8.00   38  0.30  13  6 81
    0.00    0  0.00   9  4 88
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   13.82   22  0.30  10  4 87
   11.05   38  0.41  10  3 87
    7.63  193  1.44   7  3 90
    9.21   73  0.65   9  6 86
   12.31   26  0.31   6  3 91
   14.88  196  2.85  13  6 81
   10.74  297  3.11  13  8 78
   10.05  132  1.30  12  7 81
    7.79  224  1.70  11  5 85
   23.00    4  0.09   9  5 86
    8.00   25  0.19  15  6 79
   15.00   32  0.47  14  6 80
   14.58  109  1.56  18  6 76
    8.10   41  0.32  14  8 79
   14.27   30  0.42   9  4 87
    7.00    8  0.05  11  6 82
   12.65   37  0.45  11  5 84
    9.12   32  0.28   8  3 88
    8.67   42  0.35   9  4 87
    0.00    0  0.00   9  3 88
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   10.87   53  0.56   8  4 88
   16.34 2378 37.95  18  7 75
   11.85   27  0.31  13  5 82
    7.64  379  2.83  15  8 77
   10.97   31  0.33  11  5 84
   30.32   38  1.12   7  3 90
    9.99  401  3.91   6  7 87
   32.73   22  0.70   7  4 89
    8.87  119  1.03  10  4 86
    0.00    0  0.00   9  5 86
   52.29   28  1.42   8  4 87
   11.33   24  0.26  11  4 86
   10.38   47  0.47  11  5 84
    7.36  211  1.52  12  5 83
   10.26   23  0.23   9  4 86
   12.00   10  0.12   8  4 88
    9.40   20  0.18  10  4 86
   10.52   27  0.28   8  4 88
    8.19   64  0.51  11  4 85
    6.95  190  1.29   9  4 87
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   13.14   21  0.27  10  4 86
   10.00    2  0.02  11  3 86
   17.68   50  0.86   9  5 86
   41.11   79  3.16   9  5 86
   15.00   40  0.58   8  3 89
    8.77  154  1.32  11  5 84
   35.38   90  3.09  11  5 85
   36.27  276  9.77  31 10 59
   20.11   76  1.49  24  6 70
   16.57    7  0.11   9  4 88
   10.95   19  0.20   8  4 87
   15.73  264  4.05   7  3 90
   10.90   29  0.31  10  5 85
    6.96   27  0.18  10  4 86
    8.24   17  0.14   8  3 89
   16.29 2632 41.86  10  9 81
   10.88  323  3.44  13 10 77
   12.26 1849 22.13  11  7 82
    6.24   66  0.40  17  7 76
    0.00    0  0.00  11  5 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   33.51  106  3.45  15  8 77
    6.46   91  0.57  28 11 61
    6.83   72  0.48  11  6 83
    6.23  309  1.88  11  5 83
   12.18  131  1.56  11  5 85
   16.07  336  5.28   8  5 87
    8.91  131  1.14  13  5 81
    9.18   17  0.15   9  4 87
   26.01  452 11.48  11  6 82
   38.39  250  9.37  12  4 84
   19.05   55  1.02  20  4 75
    9.17  191  1.71  24  8 67
    9.78  168  1.61  15 10 75
    8.64   56  0.47  12  6 82
    7.69   13  0.10   7  3 90
   13.41   91  1.19   8  4 87
    9.50   32  0.30   8  3 89
    5.44  450  2.39  10  5 85
   11.25   32  0.35  11  5 84
    8.00   14  0.11  10  5 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   10.40   20  0.20  12  6 82
   14.33   60  0.84  12  5 82
   76.00   27  1.99  12  5 83
    6.05   39  0.23  11  5 83
   11.62   21  0.24  14  6 81
    8.30  197  1.60  14  8 78
   11.97  246  2.87  11  7 82
   11.00   24  0.26  13  7 80
   15.66  826 12.63  11  5 84
    8.23   52  0.42  15  7 78
    8.44   18  0.15  12  5 82
   11.71   95  1.08  12  4 84
    9.21   73  0.65  12  7 81
    9.78  345  3.30  17 11 72
    6.60  310  2.00  13  5 82
   16.90 2298 37.92  10  8 83
    8.73  120  1.03  17  7 76
    9.86   43  0.41  15  7 78
    8.00   25  0.19   9  4 87
    7.00  238  1.63  12  6 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   12.75  107  1.33   6  3 90
    7.20    5  0.04   9  3 88
   33.16  109  3.54  10  6 85
    7.82  180  1.38   8  4 87
    9.00   20  0.17  11  5 85
   34.40   45  1.51  14  5 81
    7.70  133  1.00  11  5 84
    9.09   11  0.10  11  4 85
   11.74   61  0.70  13  5 82
    8.00   19  0.15  14  6 81
    8.19   21  0.17  11  5 84
    5.68   19  0.10  14  6 80
    9.60   20  0.19  13  7 81
    5.45   55  0.29  10  4 86
    9.38   29  0.26  10  5 85
    9.22  417  3.76  10  8 82
    9.33   12  0.11   9  3 88
   10.20   20  0.20  15  4 81
   12.00   41  0.48  23  6 71
    8.00    9  0.07  14  7 80
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    7.20   50  0.35  10  4 85
   13.65   97  1.29  14 10 76
   10.66  139  1.45  16  8 76
   11.33   12  0.13  12  5 82
    5.77  279  1.57  12  5 83
   17.85  129  2.26  17  7 76
   20.24  632 12.49  43 17 39
   46.35  222 10.05  29  6 65
   15.88   33  0.51  24  7 69
    9.84   63  0.60  20  7 74
    8.23   69  0.55  32  6 61
    4.73  219  1.01  34  5 61
   12.06  143  1.69  30  6 64
    7.36   94  0.67  24  5 71
   11.21  112  1.22  38  4 59
   22.16  526 11.39  17  5 78
    8.04   98  0.77  23  5 72
   10.69   58  0.60  10  4 86
   12.96  113  1.42  15  6 79
    7.88  170  1.31  17 10 73
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.14   63  0.56  10  6 84
   15.54  271  4.11   9  4 87
    9.81   64  0.61  25  7 69
    5.93  256  1.48  14  7 80
    8.09   44  0.35  11  6 83
   17.07 1088 18.14  19 11 70
    8.52   23  0.19   7  4 89
   11.22   36  0.39   8  5 87
    5.52  680  3.67   8  4 88
    4.00    2  0.01   9  4 87
   10.00   32  0.31  11  4 85
    6.99  142  0.97  26  5 69
    8.72  106  0.90  13  6 81
   15.57  121  1.85  12  5 84
    5.40  315  1.66  12  4 84
    8.76  204  1.75  10  5 85
    8.11   73  0.58  12  5 83
    5.46   41  0.22  11  3 85
   11.20   25  0.27   9  4 87
   14.84  314  4.56   7  4 89
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   68.40   30  2.00   8  3 89
    4.00    5  0.02   8  4 88
   15.56  117  1.78  12  7 80
    4.57   42  0.19  10  5 85
   22.23  313  6.78  12  8 81
   14.00   68  0.93   7  4 90
    8.22   36  0.29  10  4 86
   13.38   89  1.17  12  5 82
   14.12  308  4.25   9  4 87
   12.25  482  5.76   7  4 89
   15.60 2312 35.23   9  6 85
    9.31   64  0.58  10  5 85
    6.78  120  0.80  17 11 72
   15.76   17  0.26  13  6 82
    8.24   17  0.14  10  4 86
    9.23  545  4.91  10  9 81
    7.25   16  0.11   9  3 88
   10.81   27  0.28  12  5 83
    7.24   37  0.26  11  4 85
    5.33    9  0.05   9  4 87
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   10.74   38  0.40  10  4 86
   16.00    1  0.02  10  4 86
   10.43  172  1.75  11  5 84
    5.08  100  0.49  12  5 83
    6.65  147  0.96  11  5 83
    7.38   78  0.56  12  6 82
    9.69  181  1.71  11  5 85
    9.85   13  0.12  13  6 81
    5.64  460  2.53  12  6 82
   32.00    2  0.06  14  5 81
   23.03  131  2.95  13  6 81
    9.98   81  0.79  14  5 82
   11.43   98  1.09  12  8 80
   10.21   47  0.47   7  3 90
    9.60   10  0.09   7  3 90
   10.21  261  2.60  11  6 83
    7.55  648  4.77  14  6 81
    8.35   92  0.75  13  6 81
    5.09   70  0.35  11  5 84
   22.12   34  0.73  11  7 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   31.15  107  3.27  17  8 75
   25.40  659 16.34  44 16 40
   10.01  206  2.01  25  7 68
    8.00    2  0.02  11  4 85
   12.10   40  0.47  12  5 84
   20.84 1095 22.28  14  6 80
   10.56  110  1.14   7  3 90
   11.61   31  0.35   8  3 89
    6.40  656  4.10   6  3 91
    0.00    0  0.00   9  2 89
   10.26   62  0.62  10  3 87
    4.32   50  0.21   9  4 87
    8.42   85  0.70   8  5 87
    8.00   25  0.19   7  3 90
    8.26  308  2.48  11  3 85
   13.79  291  3.92  15  5 80
    9.38   26  0.24   8  3 90
   10.51   51  0.52   8  3 89
   15.08   39  0.57   6  3 91
   10.84  299  3.17   8  4 88
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    6.55  165  1.06  26  4 70
   11.46  472  5.28  17  7 76
    7.80   99  0.75  11  6 82
   20.17   47  0.92  10  5 85
    9.80   20  0.19  13  6 81
   30.06 1194 35.06  41 11 48
    6.34   65  0.40  28  8 64
    9.34  133  1.22  26  8 66
   12.74   70  0.87  25 10 66
    9.25  114  1.03  27  8 65
   13.65   46  0.61  15  9 77
    8.90  252  2.19  13  6 81
   10.00  231  2.25  14 11 75
    8.00   43  0.33  10  4 86
    5.12  195  0.98   7  4 88
   16.44 1992 31.99   8  8 84
   10.81   37  0.39   9  5 86
   14.95   64  0.93  46  8 46
    8.76   21  0.18  21  6 74
    6.59   37  0.24  11  4 86
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   16.00    1  0.02   6  3 90
    8.15   54  0.43  10  4 85
    7.91  222  1.71   8  5 86
    9.94   31  0.30   8  3 89
   12.91  205  2.59   9  5 86
    9.34  922  8.41  19 13 68
    8.38  832  6.81  20 11 69
    8.15   26  0.21  22  5 72
    6.67   57  0.37  18  5 77
   11.54   35  0.39  11  5 84
    4.15   54  0.22  10  5 85
   16.33   61  0.97  11  4 85
   18.45   74  1.33  24  8 67
   28.04  586 16.05  44  5 51
   12.52   31  0.38  12  4 84
   11.48  397  4.45  17  7 76
    7.41   34  0.25  12  5 83
   10.12   64  0.63  11  5 84
    8.41   29  0.24  11  5 84
   12.19  148  1.77  40  7 53
              disk0       cpu
